"att_id","prod_id"
75,3656
86,3656
73,3657
82,3657
73,3658
75,3658
63,3659
82,3659
63,3660
75,3660
54,3661
82,3661
54,3662
75,3662
40,3663
82,3663
40,3664
75,3664
26,3665
82,3665
26,3666
75,3666
54,3681
301,3681
73,3682
301,3682
54,3685
61,3685
40,3687
61,3687
54,3688
61,3688
61,3689
63,3689
26,3693
61,3693
54,3694
61,3694
65,3697
292,3697
65,3698
293,3698
65,3699
294,3699
65,3700
295,3700
40,3705
288,3705
54,3706
288,3706
63,3707
288,3707
73,3708
288,3708
40,3713
61,3713
54,3714
61,3714
61,3715
63,3715
61,3716
73,3716
40,3721
299,3721
40,3722
300,3722
54,3723
299,3723
54,3724
300,3724
63,3725
299,3725
63,3726
300,3726
73,3727
299,3727
73,3728
300,3728
86,3737
152,3737
65,3738
86,3738
73,3739
152,3739
65,3740
73,3740
63,3741
152,3741
63,3742
65,3742
54,3743
152,3743
54,3744
65,3744
40,3745
152,3745
40,3746
65,3746
26,3747
152,3747
26,3748
65,3748
61,3761
94,3761
61,3762
86,3762
61,3763
73,3763
61,3764
63,3764
54,3765
61,3765
40,3766
61,3766
26,3773
82,3773
40,3774
82,3774
54,3775
82,3775
63,3776
82,3776
73,3777
82,3777
40,3783
75,3783
54,3784
75,3784
63,3785
75,3785
73,3786
75,3786
40,3791
152,3791
54,3792
152,3792
63,3793
152,3793
73,3794
152,3794
86,3799
40,3801
152,3801
54,3802
152,3802
63,3803
152,3803
73,3804
152,3804
86,3805
152,3805
40,3811
61,3811
54,3812
61,3812
61,3813
63,3813
61,3814
73,3814
40,3819
40,3821
299,3821
40,3822
300,3822
54,3823
299,3823
54,3824
300,3824
63,3825
299,3825
63,3826
300,3826
73,3827
299,3827
73,3828
300,3828
86,3829
299,3829
86,3830
300,3830
40,3841
61,3841
54,3842
61,3842
61,3843
63,3843
61,3844
73,3844
54,3849
40,3851
82,3851
54,3852
82,3852
63,3853
82,3853
40,3857
54,3858
63,3859
1,3863
61,3863
1,3864
65,3864
1,3865
75,3865
1,3866
82,3866
40,3870
75,3870
40,3871
82,3871
54,3872
75,3872
54,3873
82,3873
63,3874
75,3874
63,3875
82,3875
73,3876
75,3876
73,3877
82,3877
40,3887
75,3887
54,3888
75,3888
63,3889
75,3889
73,3890
75,3890
152,3895
297,3895
65,3896
297,3896
94,3897
152,3897
65,3898
94,3898
86,3899
152,3899
65,3900
86,3900
73,3901
152,3901
65,3902
73,3902
63,3903
152,3903
63,3904
65,3904
54,3905
152,3905
54,3906
65,3906
40,3907
152,3907
40,3908
65,3908
94,3923
152,3923
86,3924
152,3924
73,3925
152,3925
63,3926
152,3926
54,3927
152,3927
40,3928
152,3928
40,3935
61,3935
54,3936
61,3936
61,3937
63,3937
61,3938
73,3938
61,3939
86,3939
104,3945
114,3946
120,3947
131,3948
120,3953
131,3954
40,3957
75,3957
40,3958
82,3958
54,3959
75,3959
54,3960
82,3960
63,3961
75,3961
63,3962
82,3962
73,3963
75,3963
73,3964
82,3964
40,3973
152,3973
40,3975
61,3975
54,3976
61,3976
61,3977
63,3977
63,3981
109,3981
73,3982
109,3982
40,3985
302,3985
54,3986
302,3986
40,3989
132,3989
40,3991
61,3991
54,3992
61,3992
61,3993
63,3993
61,3994
73,3994
61,3999
86,3999
61,4000
73,4000
61,4001
63,4001
54,4002
61,4002
40,4003
61,4003
26,4004
61,4004
18,4011
26,4011
26,4012
302,4012
18,4013
40,4013
40,4014
302,4014
18,4015
63,4015
63,4016
302,4016
86,4023
302,4023
73,4024
302,4024
63,4025
302,4025
54,4026
302,4026
40,4027
302,4027
26,4028
302,4028
18,4035
40,4035
18,4036
54,4036
54,4039
40,4041
61,4041
54,4042
61,4042
61,4043
63,4043
61,4044
73,4044
40,4049
302,4049
54,4050
302,4050
63,4051
302,4051
73,4052
302,4052
86,4053
302,4053
86,4059
302,4059
18,4060
86,4060
73,4061
302,4061
18,4062
73,4062
63,4063
302,4063
18,4064
63,4064
54,4065
302,4065
18,4066
54,4066
40,4067
302,4067
18,4068
40,4068
26,4069
302,4069
18,4070
26,4070
40,4083
298,4083
40,4084
303,4084
54,4085
298,4085
54,4086
303,4086
63,4087
298,4087
63,4088
303,4088
73,4089
298,4089
73,4090
303,4090
40,4099
82,4099
54,4100
82,4100
63,4101
82,4101
73,4102
82,4102
82,4103
86,4103
4671,35856
4181,62261
2425,62261
4711,62262
2425,62262
1195,63120
195,4121
196,4122
306,4149
307,4150
306,4152
307,4153
308,4154
309,4167
310,4168
311,4169
309,4171
310,4172
311,4173
312,4175
313,4176
314,4210
315,4211
314,4212
315,4213
127,4258
156,4259
316,4261
317,4262
318,4263
319,4264
7888,29628
320,4273
67,4277
87,4278
96,4279
98,4280
108,4281
322,4282
98,4285
108,4286
115,4287
118,4288
98,4290
108,4291
115,4292
118,4293
48,4295
67,4296
87,4297
98,4298
108,4299
87,4300
96,4301
98,4302
108,4303
18,4304
131,4304
18,4305
154,4305
18,4306
275,4306
48,4308
55,4309
67,4310
87,4311
96,4312
98,4313
96,4315
108,4316
67,4321
87,4322
96,4323
98,4324
87,4329
98,4330
108,4331
74,4333
87,4334
323,4336
326,4337
327,4338
328,4339
329,4340
18,4344
330,4344
18,4345
331,4345
18,4346
332,4346
75,4348
330,4348
152,4349
330,4349
75,4350
331,4350
152,4351
331,4351
75,4352
332,4352
152,4353
332,4353
152,4354
326,4354
327,4355
152,4355
61,4358
323,4358
152,4359
323,4359
61,4360
327,4360
61,4361
328,4361
152,4362
328,4362
61,4363
333,4363
152,4364
333,4364
323,4365
61,4365
74,4368
87,4369
96,4370
98,4371
108,4372
87,4375
98,4376
87,4377
98,4378
75,4389
82,4393
326,4393
82,4394
327,4394
82,4395
329,4395
87,4411
96,4412
98,4413
108,4414
115,4415
118,4416
98,4418
108,4419
4183,25545
306,6463
310,6463
4259,58661
4260,58662
26,7025
92,7025
26,7026
669,7026
40,7027
92,7027
40,7028
669,7028
54,7029
92,7029
54,7030
669,7030
63,7031
92,7031
63,7032
669,7032
132,7056
655,7075
656,7076
7902,53005
88,7116
288,7116
103,7117
288,7117
116,7118
288,7118
122,7119
288,7119
130,7120
288,7120
1400,25591
78,7189
165,7189
88,7190
165,7190
91,7191
165,7191
103,7192
165,7192
110,7193
165,7193
116,7194
165,7194
122,7195
165,7195
130,7196
165,7196
1751,58627
1779,58627
738,7618
755,7618
759,7618
738,7619
755,7619
757,7619
738,7620
755,7620
758,7620
738,7621
755,7621
760,7621
738,7622
755,7622
761,7622
738,7623
755,7623
756,7623
4261,58663
738,7625
755,7625
759,7625
738,7627
755,7627
762,7627
738,7628
755,7628
763,7628
738,7629
755,7629
765,7629
738,7630
755,7630
760,7630
738,7631
755,7631
767,7631
738,7632
755,7632
766,7632
706,7646
738,7646
754,7646
704,7647
738,7647
754,7647
708,7648
738,7648
754,7648
709,7649
738,7649
754,7649
705,7650
738,7650
754,7650
707,7651
738,7651
754,7651
706,7681
738,7681
708,7682
738,7682
707,7683
738,7683
741,7707
785,7707
741,7708
742,7708
741,7709
786,7709
741,7710
784,7710
741,7711
787,7711
752,7712
785,7712
742,7713
752,7713
752,7714
786,7714
752,7715
784,7715
752,7716
787,7716
706,7727
738,7727
790,7727
704,7728
738,7728
790,7728
698,7729
738,7729
790,7729
713,7730
738,7730
790,7730
705,7731
738,7731
790,7731
738,7741
755,7741
792,7741
703,7742
705,7742
725,7742
703,7743
713,7743
725,7743
698,7744
703,7744
725,7744
699,7745
703,7745
725,7745
700,7746
703,7746
725,7746
703,7747
725,7747
726,7747
705,7749
710,7749
738,7749
710,7750
713,7750
738,7750
698,7751
710,7751
738,7751
699,7752
710,7752
738,7752
700,7753
710,7753
738,7753
710,7754
726,7754
738,7754
694,7755
61,4380
326,4380
75,4381
326,4381
61,4382
327,4382
75,4383
327,4383
61,4384
329,4384
75,4385
329,4385
335,4379
336,4387
213,6470
82,4391
327,4391
82,4392
329,4392
323,4397
327,4398
329,4399
320,4424
1799,62263
237,6471
1068,17903
61,7067
671,7067
61,7068
670,7068
61,7069
672,7069
3066,17903
47,7100
61,7100
51,7101
61,7101
61,7102
64,7102
61,7103
78,7103
61,7104
88,7104
61,7105
91,7105
61,7106
103,7106
61,7107
110,7107
61,7108
116,7108
61,7109
122,7109
61,7110
130,7110
398,58626
88,7122
152,7122
91,7123
152,7123
103,7124
152,7124
110,7125
152,7125
116,7126
152,7126
4263,58664
78,7128
165,7128
88,7129
165,7129
91,7130
165,7130
398,65196
76,65197
117,65201
2344,65201
127,65202
1736,65202
5119,58683
25,7135
117,7135
47,7136
117,7136
51,7137
117,7137
64,7138
117,7138
78,7139
117,7139
88,7140
117,7140
110,7141
117,7141
117,7142
122,7142
117,7143
130,7143
61,7165
91,7165
61,7166
116,7166
61,7167
122,7167
61,7176
675,7176
65,7177
675,7177
61,7178
674,7178
65,7179
674,7179
61,7198
88,7198
61,7199
91,7199
61,7200
103,7200
61,7201
110,7201
61,7202
116,7202
738,7640
740,7640
755,7640
708,7641
738,7641
755,7641
738,7642
755,7642
768,7642
709,7643
738,7643
755,7643
738,7644
755,7644
769,7644
738,7653
771,7653
774,7653
738,7654
771,7654
776,7654
738,7655
771,7655
775,7655
738,7656
771,7656
773,7656
738,7657
771,7657
777,7657
738,7658
772,7658
774,7658
738,7659
772,7659
776,7659
738,7660
772,7660
775,7660
738,7661
772,7661
773,7661
738,7662
772,7662
777,7662
738,7664
745,7664
776,7664
738,7665
745,7665
775,7665
738,7666
745,7666
773,7666
738,7667
745,7667
777,7667
738,7668
770,7668
774,7668
738,7669
770,7669
776,7669
738,7670
770,7670
775,7670
738,7671
770,7671
773,7671
738,7672
770,7672
777,7672
706,7702
738,7702
783,7702
708,7703
738,7703
783,7703
709,7704
738,7704
783,7704
707,7705
738,7705
783,7705
738,7724
755,7724
788,7724
738,7725
755,7725
789,7725
699,7780
710,7780
794,7780
698,7781
710,7781
794,7781
700,7782
710,7782
794,7782
710,7783
713,7783
794,7783
705,7784
10,4400
59,4401
98,4421
322,4422
1779,19538
18,6484
617,6484
18,6485
619,6485
18,6486
618,6486
18,6487
620,6487
604,6556
18,6560
78,6560
18,6561
88,6561
18,6562
91,6562
18,6563
103,6563
18,6564
110,6564
18,6565
116,6565
18,6566
122,6566
6125,49212
7,6582
37,6582
47,6582
61,49190
7354,58665
754,58683
7,6584
37,6584
51,6584
852,58683
65,58714
82,58715
7,6586
37,6586
64,6586
33,6587
37,6587
64,6587
7,6588
37,6588
78,6588
33,6589
37,6589
78,6589
7,6590
37,6590
88,6590
33,6591
37,6591
88,6591
7,6592
37,6592
91,6592
33,6593
37,6593
91,6593
7,6594
37,6594
103,6594
33,6595
37,6595
103,6595
7,6596
37,6596
110,6596
33,6597
37,6597
110,6597
7,6598
37,6598
116,6598
33,6599
37,6599
116,6599
7,6600
37,6600
122,6600
33,6601
37,6601
122,6601
63,7090
40,7091
152,58716
5119,58685
88,7097
61,7097
78,7098
288,7098
706,7733
710,7733
791,7733
704,7734
710,7734
791,7734
705,7735
710,7735
791,7735
707,7736
710,7736
791,7736
754,58685
706,7792
738,7792
704,7793
738,7793
698,7794
738,7794
713,7795
738,7795
705,7796
738,7796
864,8108
872,8108
865,8109
872,8109
867,8110
872,8110
868,8111
872,8111
866,8112
872,8112
864,8113
870,8113
865,8114
870,8114
867,8115
870,8115
868,8116
870,8116
866,8117
870,8117
864,8218
870,8218
865,8219
870,8219
866,8220
870,8220
739,8223
739,8224
867,8234
884,8234
866,8235
884,8235
864,8267
889,8267
865,8268
889,8268
866,8269
889,8269
864,8270
890,8270
865,8271
890,8271
866,8272
890,8272
864,8273
891,8273
865,8274
891,8274
866,8275
891,8275
902,8289
901,8290
713,8374
846,8374
952,8388
951,8389
950,8390
132,8442
109,8443
5107,58685
754,58686
5110,58686
5119,58686
5112,58687
754,58687
5119,58687
754,58688
5113,58688
5119,58688
952,8471
1020,8659
1082,8659
965,8695
1096,8695
1096,8696
1097,8696
1096,8697
1098,8697
1111,8744
1112,8745
1114,8751
187,8846
92,8847
132,8848
127,8849
688,9141
689,9142
686,9157
688,9158
1170,9174
1171,9175
1172,9176
1173,9179
1174,9180
1175,9181
688,9182
1173,9189
1174,9190
1175,9191
688,9192
1128,9217
691,9243
1188,9243
842,9244
1188,9244
48,4403
87,4404
98,4405
87,4407
98,4408
108,4409
82,4427
152,4428
322,4429
337,4430
338,4431
557,57554
1861,57555
6124,57556
380,49604
345,4439
346,4440
347,4441
348,4442
128,4444
322,4445
96,4446
350,4447
351,4448
350,4450
351,4451
82,4454
344,4454
82,4455
343,4455
82,4456
342,4456
82,4457
341,4457
75,4458
344,4458
75,4459
343,4459
75,4460
342,4460
75,4461
341,4461
96,4464
98,4465
161,57557
6698,57558
87,57559
98,57560
108,57561
18,57601
54,57601
18,57602
63,57602
18,57603
73,57603
75,4474
152,4475
298,4476
152,4478
344,4478
152,4479
343,4479
152,4480
342,4480
152,4481
341,4481
341,4483
342,4484
343,4485
82,4483
82,4484
82,4485
48,4487
87,4488
61,4490
61,4492
65,4493
152,4494
26,4501
40,4502
54,4503
63,4504
73,4505
40,4506
26,4508
40,4509
355,4510
54,4511
63,4512
73,4513
86,4514
26,4516
40,4517
54,4518
63,4519
73,4520
86,4521
40,57580
152,57580
26,4526
40,4527
54,4528
63,4529
73,4530
1799,57656
54,4532
82,4532
63,4533
82,4533
26,4534
82,4534
26,4536
40,4537
54,4538
63,4539
73,4540
26,4542
40,4543
54,4544
63,4545
63,4547
54,4548
40,4549
26,4550
82,4552
82,4557
75,4558
298,4559
32,4607
59,4608
10,4609
59,4650
32,4651
10,4652
357,4654
356,4655
10,4656
349,4658
350,4659
351,4660
358,4663
10,4664
32,4665
59,4666
359,4669
264,4670
136,4671
61,4671
18,4673
131,4673
18,4674
120,4674
75,4676
86,4676
73,4677
75,4677
63,4678
75,4678
54,4679
75,4679
40,4680
75,4680
75,4682
86,4682
73,4683
75,4683
63,4684
75,4684
54,4685
75,4685
40,4686
75,4686
61,4688
364,4688
61,4689
363,4689
61,4690
361,4690
61,4691
360,4691
61,4693
364,4693
61,4694
363,4694
61,4695
361,4695
61,4696
360,4696
63,4698
152,4698
54,4699
152,4699
40,4700
152,4700
26,4701
152,4701
86,4703
73,4704
63,4705
54,4706
40,4707
73,4709
152,4709
63,4710
152,4710
54,4711
152,4711
40,4712
152,4712
54,4714
40,4715
26,4716
18,4718
73,4718
18,4719
63,4719
18,4720
54,4720
18,4721
40,4721
73,4722
367,4722
63,4723
367,4723
54,4724
367,4724
40,4725
367,4725
7926,71709
86,4727
169,4727
73,4728
169,4728
63,4729
169,4729
54,4730
169,4730
40,4731
169,4731
4,6489
73,4733
152,4733
63,4734
152,4734
54,4735
152,4735
40,4736
152,4736
18,6489
86,4738
169,4738
73,4739
169,4739
63,4740
169,4740
54,4741
169,4741
40,4742
169,4742
18,6490
8,4754
63,4754
8,4755
54,4755
54,4757
40,4758
25,6490
8,4761
86,4761
8,4762
73,4762
8,4763
63,4763
8,4764
54,4764
8,4765
40,4765
73,4778
63,4779
54,4780
40,4781
8,4778
8,4779
8,4780
8,4781
18,6491
73,4783
169,4783
63,4784
169,4784
54,4785
169,4785
40,4786
169,4786
47,6491
73,4793
368,4793
63,4794
368,4794
54,4795
368,4795
40,4796
368,4796
18,6492
86,4798
169,4798
73,4799
169,4799
63,4800
169,4800
54,4801
169,4801
40,4802
169,4802
327,4817
326,4818
75,4823
63,4825
54,4826
40,4827
26,4828
116,4841
110,4842
103,4843
91,4844
88,4845
78,4846
64,4847
116,4849
110,4850
103,4851
91,4852
88,4853
78,4854
64,4855
116,4857
110,4858
103,4859
91,4860
88,4861
78,4862
64,4863
51,4864
51,6492
18,6493
64,6493
7337,71712
78,6497
616,6497
88,6498
616,6498
604,6528
605,6529
8924,71712
18,6614
619,6614
18,6615
629,6615
18,6616
628,6616
601,6617
602,6618
633,6619
921,71714
47,7204
61,7204
51,7205
61,7205
61,7206
64,7206
61,7207
78,7207
61,7208
88,7208
725,71714
51,7216
61,7216
61,7217
64,7217
61,7218
78,7218
61,7219
88,7219
61,7220
91,7220
736,71715
921,71715
879,71716
61,7230
91,7230
61,7231
103,7231
61,7232
110,7232
710,7283
698,7283
710,7288
711,7288
699,7290
710,7290
698,7291
710,7291
700,7292
710,7292
698,7738
738,7738
790,7738
713,7739
738,7739
790,7739
705,7740
738,7740
790,7740
31,7768
738,7768
749,7768
31,7769
738,7769
751,7769
31,7770
738,7770
750,7770
738,7771
749,7771
793,7771
738,7772
751,7772
793,7772
738,7773
750,7773
793,7773
736,8118
864,8118
736,8119
865,8119
736,8120
867,8120
736,8121
869,8121
736,8122
863,8122
736,8123
868,8123
736,8124
866,8124
867,8125
875,8125
869,8126
875,8126
868,8127
152,4743
86,4743
498,66309
86,4745
169,4745
73,4746
169,4746
63,4747
169,4747
54,4748
169,4748
40,4749
169,4749
8315,66311
54,4751
169,4751
40,4752
169,4752
63,4759
152,4759
86,4767
92,4767
73,4768
92,4768
63,4769
92,4769
54,4770
92,4770
40,4771
92,4771
73,4773
92,4773
63,4774
92,4774
54,4775
92,4775
40,4776
92,4776
73,4788
117,4788
63,4789
117,4789
54,4790
117,4790
40,4791
117,4791
73,4808
75,4808
63,4809
75,4809
54,4810
75,4810
40,4811
75,4811
61,4813
63,4813
40,4814
61,4814
26,4815
61,4815
63,4820
54,4821
40,4822
116,4829
110,4830
103,4831
91,4832
88,4833
