attribute_line_id;product_tmpl_id;attribute_id;value
533;2361;1;26
533;2361;1;40
533;2361;1;54
533;2361;1;63
533;2361;1;73
533;2361;1;86
534;2361;3;18
534;2361;3;65
535;2362;1;26
535;2362;1;40
535;2362;1;54
535;2362;1;63
535;2362;1;73
535;2362;1;86
536;2362;7;59
536;2362;7;358
536;2362;7;10
536;2362;7;32
536;2362;7;42
537;2362;3;18
538;2360;1;26
538;2360;1;40
538;2360;1;54
538;2360;1;63
538;2360;1;73
538;2360;1;86
539;2360;3;75
539;2360;3;82
539;2360;3;152
540;2286;17;203
541;2286;18;199
541;2286;18;201
541;2286;18;202
541;2286;18;200
542;2246;17;204
543;2246;10;207
543;2246;10;7610
543;2246;10;206
543;2246;10;208
543;2246;10;209
556;2345;3;213
557;2345;18;200
557;2345;18;201
557;2345;18;212
558;2343;10;225
558;2343;10;221
558;2343;10;219
558;2343;10;223
558;2343;10;224
558;2343;10;222
558;2343;10;11699
559;2343;17;226
560;2322;17;227
561;2322;18;210
562;2326;17;228
563;2326;10;219
563;2326;10;220
563;2326;10;206
564;2281;18;200
564;2281;18;201
564;2281;18;212
565;2253;17;229
566;2253;18;212
566;2253;18;230
567;2252;17;232
568;2252;18;212
568;2252;18;230
569;2378;17;226
570;2378;18;230
570;2378;18;233
571;2254;17;234
572;2254;18;230
572;2254;18;212
573;2284;18;235
574;2318;18;200
574;2318;18;201
574;2318;18;212
574;2318;18;230
574;2318;18;236
575;2317;3;237
575;2317;3;213
576;2398;3;213
576;2398;3;237
577;2398;18;199
577;2398;18;210
577;2398;18;200
578;2381;17;229
578;2381;17;232
579;2381;18;200
579;2381;18;201
580;2282;3;239
580;2282;3;238
580;2282;3;215
580;2282;3;246
581;2282;18;240
582;2271;5;87
582;2271;5;115
582;2271;5;98
582;2271;5;128
583;2270;5;87
583;2270;5;98
583;2270;5;115
584;2278;5;87
584;2278;5;98
584;2278;5;115
584;2278;5;128
585;2277;5;87
585;2277;5;98
585;2277;5;115
585;2277;5;128
586;2336;5;128
586;2336;5;140
586;2336;5;241
586;2336;5;242
587;2336;21;243
587;2336;21;244
588;2344;5;87
588;2344;5;98
588;2344;5;115
589;2325;5;98
589;2325;5;128
589;2325;5;115
589;2325;5;87
589;2325;5;67
590;2327;5;67
590;2327;5;87
590;2327;5;98
590;2327;5;115
590;2327;5;128
590;2327;5;140
591;2328;5;67
591;2328;5;87
591;2328;5;98
591;2328;5;115
591;2328;5;128
591;2328;5;140
592;2333;5;55
592;2333;5;67
592;2333;5;87
592;2333;5;98
592;2333;5;115
592;2333;5;128
592;2333;5;140
593;2364;5;128
593;2364;5;140
593;2364;5;241
593;2364;5;242
593;2364;5;245
594;2332;5;55
594;2332;5;67
595;2430;5;67
595;2430;5;87
595;2430;5;98
595;2430;5;115
595;2430;5;128
595;2430;5;140
596;2429;5;55
596;2429;5;67
596;2429;5;87
596;2429;5;98
596;2429;5;115
596;2429;5;128
596;2429;5;140
597;2280;5;67
597;2280;5;87
597;2280;5;98
597;2280;5;115
597;2280;5;128
597;2280;5;140
598;2330;5;67
598;2330;5;87
598;2330;5;98
598;2330;5;115
598;2330;5;128
598;2330;5;140
599;2279;5;67
599;2279;5;87
599;2279;5;98
599;2279;5;115
599;2279;5;128
599;2279;5;140
600;2426;3;214
600;2426;3;211
601;2426;5;87
601;2426;5;67
601;2426;5;98
601;2426;5;128
601;2426;5;140
601;2426;5;115
602;2329;3;214
602;2329;3;211
603;2329;5;87
603;2329;5;98
603;2329;5;115
603;2329;5;128
603;2329;5;140
604;2427;3;246
604;2427;3;239
605;2341;5;128
605;2341;5;140
605;2341;5;245
605;2341;5;241
605;2341;5;242
606;2337;5;98
606;2337;5;115
606;2337;5;128
606;2337;5;140
607;2321;5;67
607;2321;5;87
607;2321;5;98
607;2321;5;115
607;2321;5;128
608;2433;5;128
608;2433;5;140
608;2433;5;241
608;2433;5;242
608;2433;5;245
608;2433;5;247
609;2338;5;98
609;2338;5;115
609;2338;5;128
610;2319;3;246
611;2319;5;87
611;2319;5;98
611;2319;5;115
612;2427;5;87
612;2427;5;98
612;2427;5;115
612;2427;5;128
612;2427;5;140
613;2320;3;246
614;2320;5;87
614;2320;5;98
614;2320;5;115
614;2320;5;128
614;2320;5;140
615;2323;5;67
615;2323;5;87
615;2323;5;98
615;2323;5;115
615;2323;5;128
616;2324;5;87
616;2324;5;98
616;2324;5;128
616;2324;5;115
617;2334;5;128
617;2334;5;140
617;2334;5;242
617;2334;5;241
618;2342;5;128
618;2342;5;140
618;2342;5;242
618;2342;5;241
618;2342;5;245
619;2428;5;67
619;2428;5;87
619;2428;5;98
619;2428;5;115
619;2428;5;55
620;2331;5;67
620;2331;5;87
620;2331;5;98
620;2331;5;115
620;2331;5;55
621;2380;13;252
621;2380;13;251
621;2380;13;250
621;2380;13;249
621;2380;13;248
622;2285;13;252
622;2285;13;253
622;2285;13;250
622;2285;13;249
623;2431;13;8605
623;2431;13;254
623;2431;13;255
623;2431;13;408
624;2432;13;255
624;2432;13;254
625;2315;13;408
625;2315;13;10236
625;2315;13;8605
625;2315;13;254
625;2315;13;255
626;2273;22;261
627;2272;22;268
627;2272;22;267
627;2272;22;266
627;2272;22;265
628;2348;23;282
628;2348;23;279
628;2348;23;278
628;2348;23;277
628;2348;23;276
628;2348;23;275
628;2348;23;274
628;2348;23;273
628;2348;23;272
628;2348;23;271
628;2348;23;270
628;2348;23;269
629;2348;3;18
630;2359;23;277
630;2359;23;276
630;2359;23;275
630;2359;23;274
630;2359;23;273
631;2359;3;18
632;2292;23;272
633;2288;23;282
633;2288;23;279
633;2288;23;278
633;2288;23;277
633;2288;23;276
633;2288;23;275
633;2288;23;274
633;2288;23;273
633;2288;23;272
633;2288;23;271
633;2288;23;270
633;2288;23;269
634;2288;3;18
635;2355;23;282
635;2355;23;279
635;2355;23;277
635;2355;23;276
635;2355;23;273
635;2355;23;272
635;2355;23;271
636;2355;3;18
637;2296;23;287
637;2296;23;286
637;2296;23;285
637;2296;23;284
637;2296;23;283
637;2296;23;281
638;2296;3;18
639;2290;23;278
639;2290;23;277
640;2290;3;18
641;2297;23;278
641;2297;23;277
641;2297;23;275
642;2297;3;152
643;2351;23;276
643;2351;23;274
644;2351;3;18
645;2287;23;277
645;2287;23;276
645;2287;23;273
645;2287;23;270
646;2287;3;18
647;2365;1;104
647;2365;1;114
647;2365;1;120
647;2365;1;136
647;2365;1;144
647;2365;1;146
647;2365;1;131
647;2365;1;154
648;2365;3;18
649;2366;1;26
649;2366;1;40
649;2366;1;54
649;2366;1;63
649;2366;1;73
649;2366;1;86
649;2366;1;94
650;2366;3;18
650;2366;3;75
651;2295;23;276
651;2295;23;274
651;2295;23;272
651;2295;23;271
652;2295;3;61
653;2354;23;275
653;2354;23;274
653;2354;23;273
654;2354;3;82
655;2358;23;276
655;2358;23;275
655;2358;23;274
655;2358;23;273
655;2358;23;272
656;2358;3;75
656;2358;3;82
657;2291;23;275
657;2291;23;274
657;2291;23;273
657;2291;23;272
657;2291;23;271
657;2291;23;270
658;2291;3;82
659;2289;23;277
659;2289;23;276
659;2289;23;275
659;2289;23;274
659;2289;23;273
660;2289;3;18
661;2357;23;282
661;2357;23;279
661;2357;23;278
661;2357;23;277
661;2357;23;275
662;2357;3;61
663;2352;23;275
663;2352;23;4440
663;2352;23;273
663;2352;23;277
663;2352;23;274
663;2352;23;272
663;2352;23;276
664;2352;3;92
665;2298;23;274
665;2298;23;272
665;2298;23;276
665;2298;23;269
665;2298;23;271
665;2298;23;275
665;2298;23;2135
665;2298;23;273
665;2298;23;270
666;2298;3;18
666;2298;3;65
667;2353;23;277
667;2353;23;276
667;2353;23;275
667;2353;23;274
667;2353;23;273
667;2353;23;272
667;2353;23;271
668;2353;3;288
669;2293;23;276
669;2293;23;275
669;2293;23;274
669;2293;23;273
669;2293;23;272
670;2293;3;61
671;2356;23;278
671;2356;23;270
671;2356;23;273
671;2356;23;277
671;2356;23;275
671;2356;23;271
671;2356;23;272
671;2356;23;276
671;2356;23;274
671;2356;23;282
672;2356;3;18
673;2349;23;272
673;2349;23;276
673;2349;23;274
673;2349;23;269
673;2349;23;271
673;2349;23;273
673;2349;23;277
673;2349;23;275
673;2349;23;270
674;2349;3;18
675;2294;23;271
675;2294;23;274
675;2294;23;272
675;2294;23;276
675;2294;23;270
675;2294;23;275
675;2294;23;273
675;2294;23;277
675;2294;23;269
676;2294;3;61
677;2350;24;292
677;2350;24;295
677;2350;24;291
677;2350;24;293
677;2350;24;290
677;2350;24;294
678;2350;3;8
679;2422;1;63
679;2422;1;94
679;2422;1;297
679;2422;1;26
679;2422;1;40
679;2422;1;54
679;2422;1;86
679;2422;1;73
679;2422;1;9575
680;2422;3;75
680;2422;3;82
680;2422;3;152
681;2410;1;73
682;2410;3;61
683;2401;1;40
683;2401;1;54
683;2401;1;63
683;2401;1;73
684;2401;3;18
684;2401;3;65
685;2402;1;40
686;2402;3;65
687;2415;1;86
688;2415;3;8
689;2418;1;40
689;2418;1;54
690;2418;3;65
691;2406;1;54
692;2406;3;65
693;2424;1;40
694;2424;3;152
695;2421;1;73
696;2421;3;152
697;2417;1;40
697;2417;1;54
697;2417;1;63
697;2417;1;73
697;2417;1;86
698;2417;3;298
699;2416;1;40
699;2416;1;54
699;2416;1;63
699;2416;1;73
699;2416;1;86
700;2416;3;300
700;2416;3;299
701;2407;1;26
701;2407;1;40
701;2407;1;54
701;2407;1;63
701;2407;1;73
701;2407;1;86
701;2407;1;94
701;2407;1;297
702;2407;3;65
703;2425;1;40
703;2425;1;54
703;2425;1;63
703;2425;1;73
703;2425;1;86
704;2425;3;152
705;2404;1;40
705;2404;1;54
705;2404;1;63
705;2404;1;73
705;2404;1;86
705;2404;1;94
706;2404;3;75
706;2404;3;82
706;2404;3;152
707;2419;1;26
707;2419;1;40
707;2419;1;54
707;2419;1;63
707;2419;1;73
707;2419;1;86
707;2419;1;94
708;2419;3;75
708;2419;3;82
709;2411;1;54
709;2411;1;73
710;2411;3;301
711;2413;1;54
712;2413;3;61
713;2405;1;40
713;2405;1;54
713;2405;1;63
714;2405;3;61
715;2412;1;26
715;2412;1;54
716;2412;3;61
717;2399;24;295
717;2399;24;293
717;2399;24;292
717;2399;24;294
718;2399;3;65
719;2403;1;40
719;2403;1;54
719;2403;1;63
719;2403;1;73
720;2403;3;288
721;2409;1;40
721;2409;1;54
721;2409;1;63
721;2409;1;73
722;2409;3;61
723;2420;1;40
723;2420;1;54
723;2420;1;63
723;2420;1;73
724;2420;3;300
724;2420;3;299
725;2400;1;73
725;2400;1;54
725;2400;1;63
725;2400;1;86
725;2400;1;355
725;2400;1;26
725;2400;1;40
726;2400;3;65
726;2400;3;152
727;2408;1;40
727;2408;1;54
727;2408;1;63
727;2408;1;73
727;2408;1;86
727;2408;1;94
728;2408;3;61
729;2423;1;54
729;2423;1;86
729;2423;1;26
729;2423;1;40
729;2423;1;73
729;2423;1;63
730;2423;3;82
731;2414;1;40
731;2414;1;54
731;2414;1;63
731;2414;1;73
732;2414;3;75
733;2299;1;40
733;2299;1;54
733;2299;1;63
733;2299;1;73
734;2299;3;152
735;2300;1;86
736;2302;1;40
736;2302;1;54
736;2302;1;63
736;2302;1;73
736;2302;1;86
737;2302;3;152
738;2303;1;40
738;2303;1;54
738;2303;1;63
738;2303;1;73
739;2303;3;61
740;2301;1;40
741;2304;1;40
741;2304;1;54
741;2304;1;63
741;2304;1;73
741;2304;1;86
742;2304;3;300
742;2304;3;299
743;2307;1;40
743;2307;1;54
743;2307;1;63
743;2307;1;73
744;2307;3;61
745;2306;1;54
746;2308;1;40
746;2308;1;54
746;2308;1;63
747;2308;3;82
748;2310;1;40
748;2310;1;54
748;2310;1;63
749;2312;1;1
750;2312;3;61
750;2312;3;65
750;2312;3;75
750;2312;3;82
751;2311;1;40
751;2311;1;54
751;2311;1;63
751;2311;1;73
752;2311;3;75
752;2311;3;82
753;2305;1;40
753;2305;1;54
753;2305;1;63
753;2305;1;73
754;2305;3;75
755;2309;1;40
755;2309;1;54
755;2309;1;63
755;2309;1;73
755;2309;1;86
755;2309;1;94
755;2309;1;297
756;2309;3;65
756;2309;3;152
757;2313;1;40
757;2313;1;54
757;2313;1;63
757;2313;1;73
757;2313;1;86
757;2313;1;94
758;2313;3;152
759;2314;1;40
759;2314;1;54
759;2314;1;63
759;2314;1;73
759;2314;1;86
760;2314;3;61
761;2274;1;104
761;2274;1;114
761;2274;1;120
761;2274;1;131
762;2275;1;120
762;2275;1;131
763;2276;1;40
763;2276;1;54
763;2276;1;63
763;2276;1;73
764;2276;3;75
764;2276;3;82
765;2396;1;40
766;2396;3;152
767;2397;1;40
767;2397;1;54
767;2397;1;63
768;2397;3;61
769;2385;1;63
769;2385;1;73
770;2385;3;109
771;2393;1;40
771;2393;1;54
772;2393;3;302
773;2394;1;40
774;2394;3;132
775;2390;1;40
775;2390;1;54
775;2390;1;63
775;2390;1;73
776;2390;3;61
777;2395;1;26
777;2395;1;40
777;2395;1;54
777;2395;1;63
777;2395;1;73
777;2395;1;86
778;2395;3;61
779;2389;1;26
779;2389;1;40
779;2389;1;54
779;2389;1;86
779;2389;1;73
779;2389;1;63
780;2389;3;18
780;2389;3;302
781;2388;1;26
781;2388;1;40
781;2388;1;54
781;2388;1;63
781;2388;1;73
781;2388;1;86
782;2388;3;302
783;2387;1;40
783;2387;1;54
784;2387;3;18
785;2363;1;54
786;2386;1;40
786;2386;1;54
786;2386;1;63
786;2386;1;73
787;2386;3;61
788;2392;1;40
788;2392;1;54
788;2392;1;63
788;2392;1;73
788;2392;1;86
789;2392;3;302
790;2391;1;26
790;2391;1;40
790;2391;1;54
790;2391;1;63
790;2391;1;73
790;2391;1;86
791;2391;3;18
791;2391;3;302
792;2383;1;54
792;2383;1;86
792;2383;1;40
792;2383;1;73
792;2383;1;63
793;2383;3;303
793;2383;3;298
794;2384;1;40
794;2384;1;54
794;2384;1;63
794;2384;1;73
794;2384;1;86
795;2384;3;82
796;2370;25;304
796;2370;25;305
797;2339;26;193
797;2339;26;194
800;2440;26;195
800;2440;26;196
801;2466;28;306
801;2466;28;307
802;2467;28;306
802;2467;28;307
802;2467;28;308
803;2479;29;309
803;2479;29;310
803;2479;29;311
804;2480;29;309
804;2480;29;310
804;2480;29;311
805;2481;29;312
805;2481;29;313
806;2514;30;314
806;2514;30;315
807;2513;30;314
807;2513;30;315
808;2558;3;156
808;2558;3;127
809;2559;31;316
809;2559;31;317
809;2559;31;318
809;2559;31;319
813;2566;5;67
813;2566;5;87
813;2566;5;96
813;2566;5;98
813;2566;5;108
814;2567;5;322
815;2569;5;98
815;2569;5;108
815;2569;5;115
815;2569;5;118
816;2570;5;98
816;2570;5;108
816;2570;5;115
816;2570;5;6820
816;2570;5;118
817;2571;5;48
817;2571;5;67
817;2571;5;87
817;2571;5;98
817;2571;5;108
818;2568;5;115
818;2568;5;98
818;2568;5;87
818;2568;5;96
818;2568;5;108
819;2572;23;275
820;2572;3;18
821;2573;5;48
821;2573;5;55
821;2573;5;67
821;2573;5;87
821;2573;5;96
821;2573;5;98
822;2574;5;108
822;2574;5;98
822;2574;5;87
822;2574;5;96
823;2578;5;67
823;2578;5;87
823;2578;5;96
823;2578;5;98
824;2582;5;96
824;2582;5;87
824;2582;5;98
824;2582;5;108
825;2579;5;74
825;2579;5;87
826;2585;32;323
826;2585;32;326
826;2585;32;327
826;2585;32;328
826;2585;32;329
827;2588;32;330
827;2588;32;331
827;2588;32;332
828;2588;3;18
829;2589;32;330
829;2589;32;331
829;2589;32;332
830;2589;3;75
830;2589;3;152
831;2590;32;326
832;2590;3;152
833;2591;32;327
833;2591;32;333
833;2591;32;323
833;2591;32;328
834;2591;3;152
834;2591;3;61
836;2592;32;323
837;2592;3;61
838;2594;5;74
838;2594;5;87
838;2594;5;96
838;2594;5;98
838;2594;5;108
839;2596;5;87
839;2596;5;98
840;2597;5;87
841;2598;5;98
842;2593;32;327
842;2593;32;329
842;2593;32;326
843;2593;3;61
843;2593;3;75
843;2593;3;82
844;2599;5;335
845;2601;5;336
846;2603;3;75
847;2604;32;327
847;2604;32;329
848;2604;3;82
849;2605;32;323
849;2605;32;327
849;2605;32;329
850;2606;7;59
850;2606;7;10
850;2606;7;32
851;2607;5;48
851;2607;5;87
851;2607;5;98
852;2608;5;87
852;2608;5;98
852;2608;5;108
853;2609;5;87
853;2609;5;96
853;2609;5;98
853;2609;5;108
853;2609;5;115
853;2609;5;118
854;2610;5;98
854;2610;5;108
855;2611;5;98
855;2611;5;322
858;2614;3;152
858;2614;3;82
859;2613;5;337
859;2613;5;322
859;2613;5;338
860;2615;33;341
860;2615;33;342
860;2615;33;343
860;2615;33;344
861;2617;33;345
861;2617;33;346
861;2617;33;347
861;2617;33;348
862;2616;5;322
862;2616;5;128
863;2619;5;96
864;2618;1;350
864;2618;1;351
865;2620;1;350
865;2620;1;351
866;2621;3;82
866;2621;3;75
866;2621;3;152
867;2621;33;342
867;2621;33;344
867;2621;33;343
867;2621;33;341
867;2621;33;9734
868;2622;5;96
868;2622;5;98
869;2625;7;6105
869;2625;7;6109
870;2625;1;350
870;2625;1;351
871;2626;3;75
871;2626;3;82
871;2626;3;152
871;2626;3;298
872;2628;33;341
872;2628;33;9734
872;2628;33;342
872;2628;33;344
872;2628;33;343
873;2628;3;82
874;2627;5;48
874;2627;5;87
875;2631;3;61
876;2632;3;65
876;2632;3;152
876;2632;3;61
877;2638;1;26
877;2638;1;40
877;2638;1;54
877;2638;1;63
877;2638;1;73
878;2639;1;40
879;2640;1;26
879;2640;1;40
879;2640;1;355
879;2640;1;54
879;2640;1;63
879;2640;1;73
879;2640;1;86
880;2641;1;26
880;2641;1;40
880;2641;1;54
880;2641;1;63
880;2641;1;73
880;2641;1;86
882;2643;1;26
882;2643;1;40
882;2643;1;54
882;2643;1;63
882;2643;1;73
883;2644;1;26
883;2644;1;63
883;2644;1;54
884;2644;3;82
885;2645;1;26
885;2645;1;40
885;2645;1;54
885;2645;1;63
885;2645;1;73
886;2646;1;73
886;2646;1;54
886;2646;1;63
886;2646;1;26
886;2646;1;40
887;2647;1;26
887;2647;1;40
887;2647;1;54
887;2647;1;63
888;2648;3;75
888;2648;3;82
889;2651;3;75
889;2651;3;82
890;2652;3;298
891;2699;7;10
891;2699;7;59
891;2699;7;32
892;2739;7;10
892;2739;7;32
892;2739;7;59
893;2740;7;10
893;2740;7;356
893;2740;7;357
894;2741;1;351
894;2741;1;350
894;2741;1;349
895;2743;7;59
895;2743;7;32
895;2743;7;10
895;2743;7;358
896;2745;22;264
896;2745;22;359
898;2746;3;61
899;2747;1;120
899;2747;1;99
899;2747;1;6998
899;2747;1;146
899;2747;1;114
899;2747;1;131
899;2747;1;136
899;2747;1;144
900;2747;3;18
901;2748;3;75
902;2748;1;40
902;2748;1;54
902;2748;1;63
902;2748;1;73
902;2748;1;86
903;2749;3;75
904;2749;1;40
904;2749;1;54
904;2749;1;63
904;2749;1;73
904;2749;1;86
905;2750;3;61
905;2750;3;368
906;2750;1;360
906;2750;1;361
906;2750;1;363
906;2750;1;364
907;2751;1;360
907;2751;1;361
907;2751;1;363
907;2751;1;364
908;2751;3;61
909;2752;1;26
909;2752;1;40
909;2752;1;54
909;2752;1;63
910;2752;3;152
911;2753;1;40
911;2753;1;54
911;2753;1;63
911;2753;1;73
911;2753;1;86
912;2754;1;40
912;2754;1;54
912;2754;1;63
912;2754;1;73
913;2754;3;152
914;2755;1;26
914;2755;1;40
914;2755;1;54
915;2756;3;9248
915;2756;3;61
915;2756;3;367
915;2756;3;18
915;2756;3;368
916;2756;1;54
916;2756;1;63
916;2756;1;86
916;2756;1;73
916;2756;1;40
917;2757;1;40
917;2757;1;54
917;2757;1;63
917;2757;1;73
917;2757;1;86
918;2757;3;169
919;2758;1;40
919;2758;1;54
919;2758;1;63
919;2758;1;73
920;2758;3;152
921;2759;3;169
922;2759;1;40
922;2759;1;54
922;2759;1;63
922;2759;1;73
922;2759;1;86
923;2760;3;152
924;2760;1;86
925;2761;1;40
925;2761;1;54
925;2761;1;63
925;2761;1;73
925;2761;1;86
926;2761;3;169
927;2762;1;40
927;2762;1;54
928;2762;3;169
929;2763;3;8
930;2763;1;54
930;2763;1;63
931;2764;1;54
931;2764;1;63
931;2764;1;86
931;2764;1;40
931;2764;1;73
932;2764;3;2169
933;2765;1;63
934;2765;3;152
935;2766;1;40
935;2766;1;54
935;2766;1;63
935;2766;1;73
935;2766;1;86
936;2766;3;8
937;2767;3;92
938;2767;1;40
938;2767;1;54
938;2767;1;63
938;2767;1;73
938;2767;1;86
939;2768;1;40
939;2768;1;54
939;2768;1;63
939;2768;1;73
940;2768;3;92
941;2769;1;40
941;2769;1;54
941;2769;1;63
941;2769;1;73
942;2769;3;8
943;2770;1;40
943;2770;1;54
943;2770;1;63
943;2770;1;73
944;2770;3;169
945;2771;1;54
945;2771;1;86
945;2771;1;40
945;2771;1;73
945;2771;1;63
946;2771;3;117
947;2772;1;63
947;2772;1;40
947;2772;1;73
947;2772;1;54
947;2772;1;86
948;2772;3;368
949;2773;1;40
949;2773;1;54
949;2773;1;63
949;2773;1;73
949;2773;1;86
950;2773;3;169
952;2775;3;75
953;2775;1;40
953;2775;1;54
953;2775;1;63
953;2775;1;73
954;2776;1;63
954;2776;1;54
954;2776;1;26
954;2776;1;40
955;2776;3;61
956;2777;32;326
956;2777;32;323
956;2777;32;327
957;2778;1;40
957;2778;1;54
957;2778;1;63
958;2779;3;75
959;2780;1;26
959;2780;1;40
959;2780;1;54
959;2780;1;63
960;2781;2;25
960;2781;2;64
960;2781;2;122
960;2781;2;47
960;2781;2;51
960;2781;2;88
960;2781;2;91
960;2781;2;103
960;2781;2;116
960;2781;2;78
960;2781;2;4
960;2781;2;110
961;2782;2;64
961;2782;2;78
961;2782;2;88
961;2782;2;91
961;2782;2;103
961;2782;2;110
961;2782;2;116
962;2783;2;64
962;2783;2;78
962;2783;2;88
962;2783;2;91
962;2783;2;103
962;2783;2;110
962;2783;2;116
963;2784;2;51
963;2784;2;64
963;2784;2;78
963;2784;2;88
963;2784;2;91
963;2784;2;103
963;2784;2;110
963;2784;2;116
964;2785;22;369
964;2785;22;370
964;2785;22;371
964;2785;22;372
964;2785;22;373
964;2785;22;374
965;2785;3;150
966;2786;3;156
966;2786;3;132
966;2786;3;127
966;2786;3;150
966;2786;3;152
967;2796;1;26
967;2796;1;40
967;2796;1;54
968;2796;3;152
969;2801;23;104
969;2801;23;114
969;2801;23;154
970;2801;3;117
971;2802;23;270
971;2802;23;272
971;2802;23;274
971;2802;23;273
971;2802;23;275
972;2803;34;375
972;2803;34;376
972;2803;34;377
978;2804;34;375
978;2804;34;376
978;2804;34;377
979;2820;2;116
984;2821;2;91
985;2822;2;103
986;2823;1;40
986;2823;1;54
986;2823;1;63
986;2823;1;73
987;2824;1;63
987;2824;1;73
988;2859;13;378
988;2859;13;255
991;2873;36;381
991;2873;36;380
992;2874;36;379
992;2874;36;380
992;2874;36;381
992;2874;36;382
993;2875;36;379
993;2875;36;380
993;2875;36;381
994;2876;36;379
994;2876;36;380
994;2876;36;381
995;2877;36;379
995;2877;36;380
995;2877;36;381
996;2878;36;379
996;2878;36;380
996;2878;36;381
997;2879;36;379
997;2879;36;380
998;2880;36;379
998;2880;36;380
999;2881;36;381
999;2881;36;380
1000;2882;36;379
1000;2882;36;380
1001;2883;36;381
1001;2883;36;380
1002;2884;36;379
1002;2884;36;380
1003;2885;36;379
1003;2885;36;380
1004;2886;36;379
1004;2886;36;380
1005;2887;36;380
1005;2887;36;381
1006;2888;36;380
1006;2888;36;381
1007;2889;36;381
1009;2890;36;380
1009;2890;36;381
1009;2890;36;382
1010;2892;36;380
1010;2892;36;381
1010;2892;36;382
1011;2893;36;380
1012;2894;36;381
1013;2895;36;379
1013;2895;36;380
1013;2895;36;381
1014;2896;36;379
1014;2896;36;380
1014;2896;36;381
1015;2897;36;379
1015;2897;36;380
1015;2897;36;381
1016;2898;36;379
1016;2898;36;380
1016;2898;36;381
1017;2899;36;379
1017;2899;36;380
1017;2899;36;381
1018;2900;36;379
1018;2900;36;380
1018;2900;36;381
1019;2901;36;379
1019;2901;36;380
1020;2902;36;379
1020;2902;36;380
1020;2902;36;381
1021;2903;36;380
1021;2903;36;381
1022;2904;36;381
1022;2904;36;382
1023;2905;36;379
1023;2905;36;380
1024;2906;36;380
1024;2906;36;381
1025;2908;36;381
1025;2908;36;382
1026;2907;36;381
1026;2907;36;382
1027;2909;36;380
1027;2909;36;381
1028;2912;13;386
1028;2912;13;387
1028;2912;13;255
1029;2911;36;380
1029;2911;36;381
1030;2913;36;379
1030;2913;36;380
1030;2913;36;381
1031;2915;13;388
1031;2915;13;8364
1031;2915;13;8365
1032;2916;13;251
1032;2916;13;249
1032;2916;13;250
1032;2916;13;253
1032;2916;13;248
1032;2916;13;252
1032;2916;13;389
1033;2917;13;391
1033;2917;13;252
1033;2917;13;251
1033;2917;13;250
1033;2917;13;249
1033;2917;13;248
1033;2917;13;388
1033;2917;13;392
1034;2919;36;379
1034;2919;36;380
1034;2919;36;381
1035;2918;13;248
1035;2918;13;252
1035;2918;13;249
1035;2918;13;250
1035;2918;13;253
1035;2918;13;251
1035;2918;13;392
1036;2922;13;248
1036;2922;13;250
1036;2922;13;252
1036;2922;13;392
1036;2922;13;393
1036;2922;13;394
1036;2922;13;395
1037;2923;36;381
1037;2923;36;382
1038;2924;13;251
1038;2924;13;249
1038;2924;13;250
1038;2924;13;392
1038;2924;13;248
1038;2924;13;252
1039;2925;13;248
1039;2925;13;249
1039;2925;13;250
1039;2925;13;251
1039;2925;13;252
1039;2925;13;397
1040;2926;8;76
1041;2927;3;214
1041;2927;3;211
1042;2927;13;60
1043;2928;8;97
1043;2928;8;76
1043;2928;8;138
1043;2928;8;398
1043;2928;8;119
1044;2929;1;399
1044;2929;1;400
1044;2929;1;401
1044;2929;1;402
1045;2930;13;248
1045;2930;13;249
1045;2930;13;250
1045;2930;13;253
1046;2931;13;248
1046;2931;13;249
1046;2931;13;250
1046;2931;13;253
1047;2932;13;248
1047;2932;13;252
1047;2932;13;249
1047;2932;13;250
1047;2932;13;253
1048;2933;13;386
1048;2933;13;403
1048;2933;13;255
1049;2934;13;250
1049;2934;13;252
1050;2935;13;248
1050;2935;13;249
1050;2935;13;250
1050;2935;13;251
1051;2936;13;248
1051;2936;13;249
1051;2936;13;250
1051;2936;13;251
1052;2937;13;248
1052;2937;13;249
1052;2937;13;250
1052;2937;13;253
1052;2937;13;252
1052;2937;13;405
1052;2937;13;392
1053;2938;13;249
1053;2938;13;250
1053;2938;13;251
1054;2939;13;249
1054;2939;13;250
1054;2939;13;251
1055;2940;13;254
1056;2941;13;255
1056;2941;13;406
1057;2942;13;387
1057;2942;13;408
1057;2942;13;9443
1057;2942;13;254
1058;2943;13;5
1058;2943;13;29
1058;2943;13;45
1059;2944;13;29
1059;2944;13;45
1059;2944;13;60
1060;2945;8;58
1061;2946;1;402
1061;2946;1;400
1062;2947;5;137
1063;2948;3;237
1063;2948;3;213
1064;2948;1;401
1064;2948;1;402
1064;2948;1;400
1065;2949;1;409
1065;2949;1;410
1066;2950;8;147
1067;2951;8;398
1068;2953;37;413
1068;2953;37;414
1069;2952;8;106
1069;2952;8;119
1070;2955;8;106
1071;2956;8;147
1072;2954;3;415
1072;2954;3;213
1072;2954;3;156
1072;2954;3;416
1072;2954;3;417
1072;2954;3;418
1072;2954;3;419
1073;2957;8;398
1073;2957;8;147
1074;2959;8;167
1075;2958;1;54
1075;2958;1;26
1076;2960;1;420
1076;2960;1;421
1077;2961;38;422
1077;2961;38;424
1078;2962;39;425
1078;2962;39;426
1078;2962;39;427
1078;2962;39;428
