attribute_line_id;product_tmpl_id;attribute_id;value
10699;18551;9;4264
10699;18551;9;4277
10700;18551;59;6180
10701;18552;59;2440
10702;18552;9;3813
10702;18552;9;3815
10703;18553;59;6171
10704;18553;9;3813
10704;18553;9;4263
10704;18553;9;4264
10705;18554;9;4259
10705;18554;9;3814
10705;18554;9;3813
10706;18554;59;6168
10706;18554;59;6159
10707;18555;9;4259
10707;18555;9;3814
10708;18555;59;6159
10709;18556;9;4346
10710;18556;59;6140
10710;18556;59;6137
10711;18557;59;6181
10712;18557;9;4259
10712;18557;9;4260
10712;18557;9;4261
10712;18557;9;3813
10712;18557;9;3815
10712;18557;9;3816
10713;18558;9;3965
10713;18558;9;854
10713;18558;9;3967
10713;18558;9;6182
10714;18558;59;6183
10715;18559;11;6184
10715;18559;11;5990
10715;18559;11;5567
10716;18560;45;2529
10716;18560;45;6185
10716;18560;45;2528
