default_code;product_tmpl_id;id;volume;weight
18025120/N;11761;26100;;
8761869/286;16955;36882;;
M0251422/AB;25544;56684;;
PR/81286;9230;83848;;
M0656054;11911;26562;;
M02915063/30;33346;73629;;
4127406;2806;4913;;
4936037;34183;75386;;
4937452;38438;84394;;
1181744/051;8529;17317;;
73613992/06;8387;69124;;
8761869/287;16955;36883;;
1667708/201;7193;14198;;
2351787/02;14507;30666;;
1271308/03;9118;19761;;
M0071597/5;5764;72886;;
8761869/070;16955;36884;;
PR/70670;15095;73258;;
1667702/244;7169;14174;;
7391513/1;12700;27611;;
2255556;35714;78978;;
8761863/TS;16959;36891;;
M0040543;8082;16026;;
M0618022/47;8430;16892;;
7391513/2;12700;27612;;
M0320530;36952;81437;;
2255479;35602;78766;;
5348103/41;37111;81774;;
M0698010/40;3422;6443;;
4418409/4344;6562;12612;;
1878902/54;10792;24050;;
2226402;27097;59831;;
1260548;34095;75200;;
1080832;33073;73056;;
1161309/08;2330;2625;;
2401379/01;38274;84039;;
13859114;22174;49015;;
1161203/04;2278;2541;;
M02915062/05;33345;73624;;
1611410/20;23838;52564;;
M0322104;33937;74850;;
1161109/25;2283;8787;;
M0811735/06;18515;39852;;
4935182;29962;66447;;
8485142;35126;77416;;
1091304;5846;10851;;
2043633;31940;70891;;
M0811768/04;18521;64852;;
9227214;8360;16629;;
1260544;34092;75197;;
M0811107/70;18569;40071;;
1667703/24;7172;14177;;
4161524/03;34435;78559;;
1667702/243;7168;14173;;
1879316/XXXL;28449;62814;;
M0165179;39839;87266;;
4061716/07;27123;59961;;
4163685;31723;70405;;
PR/70672;15095;73260;;
73613179/02;3692;7742;;
7391513/3;12700;27613;;
1611410/25;23838;52565;;
1613899/16;23839;52571;;
M0618023/40;8432;16964;;
9111318/4-15;15180;81884;;
1111102/25;18716;40510;;
4418402/3940;6553;12574;;
M0040580;32786;72489;;
7391513/4;12700;27614;;
2927457;39772;87094;;
7391513/5;12700;27615;;
1001867/AB;14611;31113;;
7361210/04;41318;90260;;
4701701/59;17410;38001;;
4408302/40;26736;59236;;
5340587;33974;74957;;
4935496;43593;95452;;
6680409;37698;82847;;
PR/57865;11448;60456;;
66825123/E;18866;41313;;
5348211/40-41;38734;84879;;
5348213/4041;43594;95453;;
1163358/34;3002;83146;;
M0291503/25;24181;70965;;
M0655406;11895;26546;;
M0745235/9362;31273;81948;;
8007669;34623;76241;;
M0645243/222;9635;21116;;
8007678;34632;76250;;
2382819;41261;90157;;
4935465/1;22968;50503;;
6431721/FI;30827;68237;;
5340599;36815;81112;;
M0645243/300;9635;21118;;
4264787;12092;26961;;
PR/70673;15095;73261;;
4935465/6;22968;50505;;
4936505;13784;29833;;
4937440;30640;67849;;
M0174509;8242;16336;;
7030543;8996;19392;;
PR/70303;7891;72891;;
7391514/10;12698;27601;;
M0292860;24252;53480;;
M0040545;8087;16031;;
PR/66248;8418;68852;;
1078002/40;38627;84726;;
8007667;34622;76240;;
4333899;18641;40273;;
4937405;13808;29857;;
7391514/20;12698;27602;;
1908404/4346;35409;78157;;
7391514/30;12698;27603;;
1180550;33137;73172;;
1123608;34894;76793;;
4935427/90P;22951;50433;;
7391515/10;12699;27606;;
M0657412;32421;71747;;
M0071211/18-7.8;5470;9662;;
47010084;43595;95454;;
4935215/3006;22437;49613;;
1181888/CCC3836;32904;73324;;
1161121/15;2318;2505;;
7361210/02;41318;90261;;
4935120;42765;93368;;
2255455/7;8371;16653;;
2035216/7RM;23063;86937;;
PR/70911;28434;73499;;
PR/70916;28434;73504;;
7706601;24133;53361;;
4160606;32481;71875;;
M01718434/MLI;6867;13429;;
42657148;31323;69533;;
6097325;24520;53748;;
13859078;22150;48991;;
M0657489;31146;69040;;
4180201;30978;68643;;
60973183;24514;53742;;
PR/70304;7891;72892;;
1161101/15;2286;3102;;
PR/66251;8418;68855;;
4266568/6.5;24076;85269;;
M0657854/3006;38604;84696;;
8731757/06;42766;93369;;
1081539/03;13108;28798;;
1225105;2850;4963;;
M0645349;42041;91808;;
M03836991;39555;86613;;
5473920;43596;95455;;
1081539/04;13108;28799;;
1415339;7998;15919;;
1415303;7993;15914;;
1415371;7999;15920;;
M0645211;35067;77298;;
M0657802;30830;68241;;
7391515/20;12699;27607;;
M0645275/270;34378;91809;;
4935303;31017;68742;;
1081539/05;13108;28800;;
2226406;36145;79715;;
2279331/L;35545;78605;;
1001866/04;14625;31156;;
M0667516/3;38567;84645;;
M0591163/18;18787;40794;;
M0745333;43597;95456;;
M0649453/L;39713;86969;;
M00711012/VE;43598;95458;;
7391515/15;12699;27609;;
1802516/10;10875;58786;;
2939401/55;39691;86932;;
2255457/025;8370;16650;;
M00715019;43599;95459;;
1161317/10;2337;2678;;
7146410;2502;4197;;
1091305;5848;10853;;
M0745209/243;3025;5630;;
PR/81287;9230;83849;;
1081539/06;13108;28801;;
1154905;33390;73732;;
1225109;36318;80111;;
M0745209/308;3025;67055;;
M01718431/GLC;6866;13414;;
PR/LE1;39570;86631;;
PR/71729;6871;74316;;
2199601/L;36495;80509;;
1705204;32876;72657;;
8731708/136;10488;23281;;
PR/66253;8418;68857;;
1415309;8006;15927;;
M0618415/39-41;8440;16982;;
2329411/L;12950;28066;;
1471702/4D;24631;54022;;
1415338;8008;15929;;
1001869/GI;14614;31123;;
M0648407/L;24643;54053;;
1081539/08;13108;28803;;
7391515/30;12699;27608;;
PR/66257;8418;68861;;
1706207;35001;77034;;
4937453;38439;84395;;
5341038;35811;79201;;
M0647702;31020;68745;;
1370410;13660;29709;;
M0292402;30743;68013;;
7411901/00;32522;72001;;
m0648408/CL1141;26735;59229;;
1611303/8;23808;52419;;
M0648408/CL1144;26735;59230;;
11638201/07;3226;6101;;
M0328204/M;33674;81430;;
1415302;8000;15921;;
11638603/L;30449;67893;;
4701752/FI;37828;84412;;
7390101;32960;72824;;
M0100522;29343;64989;;
M0618013/46-48;8418;68863;;
1948904/50;31217;69266;;
7418215/42-43;26391;78886;;
4849351/XXL;38343;84165;;
8732309/04;42768;93372;;
1415312;8012;15933;;
1415342;8007;15928;;
1163347/21;3010;5571;;
M0648501/42;24644;54411;;
1802539/BR;10892;24453;;
M02933309;30642;67853;;
1723301/020;13171;64096;;
2169401;33046;73004;;
4700340;31035;68760;;
PR/70674;15095;73262;;
6430701;37870;83269;;
PR/84307;13171;86855;;
2229416/L;39536;86579;;
M0618415/45-47;8440;16981;;
PR/66262;8418;68866;;
7146231;2479;4169;;
7391516/62;36955;81441;;
2927447;34483;75947;;
8007670;34625;76243;;
PR/66263;8418;68867;;
1161121/20;2318;2506;;
M02915063/20;33346;73628;;
M0648501/45;24644;54414;;
M01718431/GLW;6866;13415;;
4703348/44;16133;35550;;
8732309/02;42768;93373;;
7391516/82;36955;81442;;
1948905/12;31218;69271;;
1801736/461;9907;21998;;
M0618901/54;8450;17025;;
2255483/7;41319;90262;;
M0090736;10606;23449;;
M0747426/70;3178;5946;;
1705736;34070;75161;;
M0040538;29286;64849;;
M0071424;43600;95460;;
6431413/050;23339;51401;;
5343610;23521;51664;;
9816010/4I;22415;49587;;
8732309/10;42768;93371;;
7361304/20;33237;95461;;
M00711012/MA;43598;95457;;
4428943/46;34674;76319;;
42653024;29116;64474;;
5344513;31397;69644;;
7391616/2;16898;36633;;
m0041617/bw;7655;14970;;
M0040546;8079;16023;;
7391616/3;16898;36634;;
1611118/23;23805;52404;;
8731750/218;10481;23240;;
1271320/02;9124;19812;;
1802540/MO;11820;26412;;
5340523;23747;51890;;
1081546/16;13126;73064;;
1611303/10;23808;52420;;
M0165202/9374;39206;87137;;
7391623/06;32957;72819;;
M0375018;30501;67554;;
PR/66264;8418;68868;;
PR/81288;9230;83850;;
M0619502/M;9537;20711;;
M0165215/MO30;17039;85999;;
1613823/60;23776;52339;;
1161109/28;2283;8789;;
1802540/OS;11820;26413;;
1613855/MI;23868;52672;;
M0627519/L;5785;10705;;
2939401/57;39691;86929;;
7391623/07;32957;72820;;
1001694;33002;72924;;
m0040623;8025;15953;;
7411730/055;26281;57914;;
M0091510;36826;81123;;
1801624/06;36438;86513;;
M0043932;38559;84631;;
2255484/8;41321;90264;;
M08117023/BL;38776;84947;;
M0645336;35270;77823;;
4702605/07;37458;82405;;
M0320531;36953;81438;;
M0040585;33506;73968;;
M0321861/03;3965;8662;;
2351788/02;14506;30664;;
4265372;12166;27036;;
1613664;23606;51749;;
1157402;33138;73173;;
1161406/28;2859;4973;;
1001866/02;14625;31157;;
1797626;5185;9017;;
1802541/OR;10917;24466;;
2396006;33532;74019;;
7391048;32959;72823;;
4162149;35530;78560;;
1299989;7381;14386;;
1043658;15747;35164;;
1613847/MI;23870;52676;;
1189301/xxlr;27457;60762;;
2927439;31856;70722;;
11639058;33616;74232;;
7391623/20;32957;72821;;
13859083;22153;48994;;
6433026;41324;90268;;
M0837402;30647;67858;;
M06451114/71;9484;20592;;
PR/69981;27904;72571;;
1091306;5850;10857;;
1181311/0740;9824;21718;;
1802541/BL;10917;24468;;
M0251405/N1;25545;56686;;
M0040550;8058;16000;;
4163635;35531;78561;;
M0656516;36539;80629;;
M0745209/3006;3025;5629;;
1611302/18;23809;52424;;
1801306/B;9871;21818;;
1078906/48;30631;67810;;
2279330/XL;35307;77938;;
M0816001;16515;35932;;
M0648502/SC520;24657;54441;;
1080605;28219;62334;;
M0090738/11507C35P;10605;23450;;
M06674996;35465;78291;;
M0321881/03;37973;84687;;
M0329508/L;27045;59752;;
8157401;39526;86555;;
M0648902/44;24663;54453;;
8731903;10255;22565;;
M0645129/66;30900;75901;;
M0170653;6453;12309;;
4849338/M;13033;68986;;
7361304/01;33237;95464;;
4935215/30R;22437;87088;;
M0040556;8050;15979;;
M0101729/106;9584;20822;;
1407701/PL;22087;48926;;
7391702/145;16904;36647;;
1337724;7766;15372;;
7361304/02;33237;73387;;
M0516538;31748;70499;;
1801306/R;9871;21820;;
M0745257/3006;34611;76226;;
7412820;16283;35700;;
1261718/011;9080;19646;;
73613997/20;32512;71974;;
1802541/PI;10917;24469;;
1083683/S;25188;55229;;
1181311/1030;9824;21717;;
M0667458;11207;24821;;
1879316/L;28449;62811;;
M0040559;8059;16001;;
1723301/14;13171;29117;;
M0040557;8050;15978;;
22777019;2673;4580;;
M0648902/46;24663;54452;;
78574451;35936;79363;;
M0818210/41;36094;80502;;
M0101861/015;9689;21402;;
1002427;28022;61927;;
M0648908/XL;24666;54460;;
1707451;39108;85657;;
M0040551;8056;15998;;
M0090739/1308;10609;23453;;
M0041023;33501;81575;;
M0090740/11;10608;23452;;
PR/MA1;37715;82875;;
7361304/06;33237;73386;;
1948906/42;35296;77880;;
6680412;13208;29257;;
M0648906/46;24665;54456;;
1261735/003;9074;19610;;
M0040563;8078;16022;;
1271712/147;9168;20008;;
M0655125;36092;79596;;
PR/71732;6871;74319;;
M0645502/N°6;9691;21408;;
4934901;35236;77769;;
7411625/LL05;32523;72009;;
8761829/PS;16972;68801;;
1802542/CH;10932;24479;;
7391808/73;16913;36665;;
m0041610/03;7607;14836;;
1802542/WH;10932;24480;;
7391809/77;16913;36666;;
7410365;18335;58615;;
1225106;2851;4964;;
2243311;34268;75580;;
1154908;34912;76824;;
PR/LAP¨1;39571;86632;;
M0101753/S08;9604;20992;;
PR/71590;31690;74178;;
8731750/117;10481;23242;;
M0648909/M;24667;54462;;
7361304/10;33237;95463;;
M0745704;39496;86516;;
2243335;39848;87281;;
5340526;23744;51887;;
1093605;32415;71740;;
2043631;31938;70889;;
4264981;35366;78067;;
4937454;38440;84396;;
M0657864;39527;86556;;
8732330/02;42769;93377;;
1705401/3;31857;70723;;
7361304/30;33237;95462;;
4701305/4;17350;37789;;
M0648909/XL;24667;54464;;
1078907/40;31193;69185;;
42653039;32157;71285;;
1091905;29676;65773;;
M0648910/L;24668;54467;;
53405001;38356;84208;;
M0090780;10610;23454;;
M0648910/XXL;24668;54466;;
M0321888/N04;38602;84691;;
1948906/44;35296;77874;;
4155436/6;31001;68718;;
2939401/61;39691;86931;;
1000513;39107;85656;;
5548307/40;2783;4854;;
1093606;32416;71741;;
M0167806;33167;73263;;
regcha;30480;67531;;
1385912;24098;53269;;
1802543/M0;11844;26492;;
1315404;26836;59389;;
8732330/04;42769;93376;;
PR/71018;26479;73606;;
2043632;31939;70890;;
m0041618/a;7655;14974;;
1225108;2853;4966;;
4935554;36334;80134;;
7411754/14;26290;57955;;
M0516551;33451;73808;;
4167701/MA;36660;83597;;
11633035/38;2968;5321;;
8731746/116;10482;23244;;
PR/69982;27904;72572;;
1092102;5857;10869;;
8732330/06;42769;93375;;
2403313;28039;61996;;
7033308;9029;19514;;
1003648/25;11437;25198;;
8485228;39768;87089;;
1081501/015;13100;28742;;
13859086;24089;53241;;
8731746/73;10482;23245;;
7676201;31843;70698;;
1557408;30192;66842;;
1078907/44;31193;69187;;
M0041096;33501;73962;;
M0648912/10154;24670;54480;;
M0321401/100;3859;8377;;
53405002;38357;84209;;
2279011/20;35303;86576;;
M0648912/10160;24670;54479;;
M0093631/1;10012;22193;;
M0648912/80750;24670;54472;;
5348501/41;36645;84146;;
PR/92960;9242;95465;;
1868906/48;36241;79955;;
9111727/35;15148;34463;;
5341816/MI;23674;52033;;
9926515;34212;75432;;
2043634;31941;70892;;
2277702;2674;4581;;
PR/57663;8141;60249;;
7411627/LL05;32524;72013;;
M0745257/270WSM;34611;87167;;
5465505/7;23967;53008;;
1180566;33016;72965;;
2345104/70;24545;53813;;
2043635;31942;70893;;
1437401/N;22243;49088;;
1802553;10157;22422;;
8761829/PV;16972;68799;;
M0648914/L;24671;54482;;
1081562/10;27649;61297;;
1081562/8;27649;61298;;
2939402/57;39691;86933;;
1437401/R;22243;49086;;
4556101;30877;68365;;
m0813616;28305;62482;;
5466007;34676;76325;;
PR/57672;8141;60258;;
8731710/213;10487;23278;;
8487408/4;22388;49553;;
1959103/M;31110;78091;;
M0648914/XL;24671;54483;;
6430659;37850;83226;;
8731708/36;10488;23283;;
M0375009/458WM;26479;73607;;
2229416/XL;39536;86580;;
M0073678;6184;11707;;
M0093635/MC;10013;22196;;
8732304;10254;22563;;
M0321888/N03;38602;84692;;
M0093633/2;10661;23506;;
1078907/50;31193;69190;;
M0101725/S13;9242;95466;;
1868906/50;36241;79961;;
53405003;38358;84210;;
7391052;36918;81349;;
M0165221/MO30R;17044;78081;;
M0645348;41325;90271;;
1093392/MC;32167;82289;;
1083812/B;28424;62749;;
M0093635/MD;10013;22197;;
M0093638;10659;23503;;
M0648915/56;24672;54490;;
5348103/44;37111;81772;;
M0041915;9915;22041;;
4163619;28331;62564;;
M0091409/28;10010;22177;;
7391822/61;16907;36656;;
M0516552;33452;73809;;
1373603;30365;67237;;
1373605;30366;67238;;
M0648918/CU13;24674;54084;;
1802573;10159;22424;;
M0648918/CUC3;24677;54087;;
M0648918/CUM7L;24683;54093;;
M02536034;30476;67527;;
M0321404/15;3863;8381;;
7033601;9030;19515;;
4556105;37218;81956;;
10036011;30203;66867;;
M06574996;30828;68239;;
4167701/RO;36660;83599;;
M0645128;9510;20654;;
1598001/41;31449;69809;;
9111706/NN;15129;58693;;
M0648919/CD211M;24690;54100;;
4046716/7RM;18444;39383;;
PR/84308;13171;86856;;
1802571;10160;22425;;
M0648919/CD59XXL;24694;54104;;
M02536064;30477;67528;;
M02536075;30478;67529;;
4937825;42770;93378;;
1801877/05;11829;26438;;
M0648919/CU11L;24695;54105;;
M0648919/CU2110383L;24699;54109;;
M0101753/426;9604;95467;;
4708202/11;26408;80284;0;0.00
1868906/56;36241;79958;;
PR/92963;8390;95468;;
8731913/04;42780;93390;;
7391821/61;16909;36661;;
8731915/12;42782;93395;;
M0657860;39128;85690;;
7391822/63;16907;36655;;
M0091409/34;10010;22150;;
M0648919/CU241L;24701;54111;;
4700573;35662;78889;;
M0656080;39528;86557;;
1181886/3083;8570;17741;;
M0091409/38;10010;22155;;
M0749106/XXL;8640;56893;;
7391823/Y06;16908;36658;;
M0648919/CU251L;24702;54112;;
PR/69983;27904;72573;;
13859087;24089;53242;;
m0041618/gd;7655;14972;;
M0648919/CU271L;24703;54113;;
2939402/59;39691;86934;;
7391823/Y10;16908;36659;;
7854304;5072;8874;;
4265289;39840;87267;;
M0666741;8281;16426;;
PR/68877;10975;71469;;
M0321608/03;3868;8388;;
1181886/3034;8570;17742;;
1161109/30;2283;8788;;
M0645127/71;9488;20604;;
4266002;28382;62658;;
M0648919/CU4146;24706;54505;;
1884918;39561;86619;;
5548320;2791;4882;;
1081501/2;13100;28744;;
1081521/4.00;13096;28729;;
M0648919/CU55XL;24709;54119;;
1043690;34225;75473;;
1157407;33391;73733;;
M02536122;34895;76794;;
M0648919/CU98XL;24710;54120;;
1801701/03;9897;21931;;
PR/92964;8390;95469;;
1163839;3339;6320;;
1270502/70H;9111;19714;;
M0292840;24241;53469;;
6680417;13210;29259;;
PR/92965;8390;95470;;
2976207;32305;71545;;
M0165221/MO93;17044;37124;;
4489302/L;36516;80571;;
7411752/18;26288;57944;;
M0322902;35854;79266;;
M0648919/CUM5XL;24716;54126;;
1081543/05;13097;28731;;
7391824/09;16910;36664;;
M0516544;31782;70546;;
7410366;18335;58614;;
1081531/08;13113;62572;;
2198207/13;33491;80513;;
M0666758/65;8203;16280;;
M0648924;35859;79274;;
M0091514;39347;86203;;
7413633;33077;73062;;
M0072307/16;5959;11027;;
M0291887/PE;21511;69086;;
1081543/03;13097;28732;;
PR/81291;9230;83853;;
M0648920/L;33382;73723;;
1081545/08;13128;28905;;
M0648920/XL;33382;73724;;
4935555;36335;80135;;
M0040577;8085;16029;;
8487408/7;22388;49556;;
M0648921;35857;79272;;
2037842;32308;71548;;
M0072307/18;5959;66070;;
2037843;32309;71549;;
PR/92966;8390;95471;;
1598001/42;31449;69810;;
7391906/15;16873;36543;;
M0321612/C;3885;8423;;
1427406;33611;74224;;
1801701/21;9897;21932;;
1089307;39023;85484;;
2279329/L;35306;77932;;
1802574/27;11835;26461;;
2396037;38407;84332;;
m0043602;7073;13960;;
5340520;38355;84207;;
M0040603;29407;65153;;
7391825/L12;32956;72816;;
1181901/0;8970;19346;;
7391825/L23;32956;72817;;
2255413/2;8407;16769;;
M0252110;25818;57157;;
PR/77039;32777;79616;;
M0165222/DD93;17044;37128;;
M06451102/76;9435;79925;;
4936092;39400;86298;;
M0667540;39524;86553;;
M0291591/08;21968;48424;;
M0517419;33450;73807;;
1081550/01;13136;28941;;
18025/P;27443;60738;;
4343310;15344;34755;;
PR/92967;8390;95472;;
M0654917;37851;83227;;
M0647412;9788;21641;;
1003695;30040;66564;;
1157408;33392;73734;;
1081313/10;41326;90275;;
M0655365;34388;75785;;
M0291591/10;21968;48422;;
4700405;12789;27797;;
1260540;31737;70477;;
3026003;2266;2797;;
1092901;5861;10877;;
4702501;16110;35527;;
1081556/01;13134;28929;;
1081556/03;13134;28934;;
1081557/03;13137;28953;;
1081559/10;13098;28768;;
M0648925;35871;79286;;
1157401/45;32939;72787;;
M0666984;39525;86554;;
1081568/02;13140;28970;;
M0165177;37414;82339;;
M0666758/22;8203;84643;;
4046701/12;18439;39373;;
PR/31342;15095;33886;;
18018103/08;11756;26087;;
7392601/3X;36859;81190;;
M0649001/L;28711;63540;;
1611302/16;23809;52423;;
1081313/12;41326;90276;;
4700406;12788;27796;;
M0040533;29285;64848;;
M0170618;6434;12266;;
M0649001/M;28711;63539;;
m0041620/a;7655;14988;;
7392406;15617;35034;;
M0649001/XXL;28711;63542;;
1948906/50;35296;77877;;
5467421;38650;84764;;
2403609;28068;62064;;
4167701/VE;36660;83598;;
M0187519;30552;67647;;
2457526;7721;15246;;
M0049305/M;6917;13586;;
2037857;36609;80757;;
2939402/61;39691;86935;;
M0091412/12;10011;22188;;
M0516546/04;31784;70549;;
M0516517;16577;35994;;
M0644952;36556;80649;;
1081501/075;13100;28750;;
1081567/02;13139;28965;;
4048914/42;22309;49363;;
M0321613/C;3885;8427;;
4046912;12758;27705;;
1801839/17;11811;26391;;
8732331/20;42771;93379;;
1093002;28927;64021;0;0.00
5548401/L;2796;4888;;
M0516501;16562;35979;;
M0655328;11878;26529;;
1081313/14;41326;90274;;
M0649002/L;29091;64391;;
M0321613/D;3885;8425;;
2163905;33052;73010;;
4489302/M;36516;80570;;
7411792/04;26292;57707;;
2279011/16;35303;77918;;
5348103/40;37111;81771;;
1081313/16;41326;90273;;
M0317419;41327;90277;;
M0170665;36480;80493;;
M0649003/L;29092;64396;;
M0649003/M;29092;64394;;
M08117031/GR;38849;85102;;
1705680;31066;68825;;
1363203;29132;64500;;
8732332/16;42772;93380;;
7392601/4X;36859;81191;;
1161330/06;2331;2733;;
1705825;34075;75166;;
PR/92969;8390;95474;;
M0516546/10;31784;70550;;
7376023;35738;79067;;
2255451/10;8400;16742;;
2345205/3006;39405;86305;;
M0321854/S07;3937;8601;;
22777021;2675;4582;;
8486008;36160;79754;;
1092801;28910;63981;;
M0079002/XL;36107;79645;;
13859235/or;30308;67041;;
M02915052/15;21970;48430;;
M0041926;9919;22045;;
M0655316;11873;26524;;
M0091412/13;10011;22189;;
M0747501/55;3182;5953;;
1001808/083;14612;31118;;
1092804;30255;66974;;
1705826;34076;75167;;
M0252906;32230;71393;;
1081319/12;41160;89976;;
M0649009/46;24718;54511;;
8732333/02;42773;93382;;
M0649003/XXL;29092;64400;;
1081319/14;41160;89973;;
M0649004/VL;24717;54127;;
8732333/04;42773;93383;;
1082135;26045;57384;;
regpec-copy;32391;71685;0;0.00
M0669511;29807;66015;;
1389301/sm;28952;64065;;
M0649005/L;29092;64397;;
2329417/L;34195;75405;;
8007622;29989;66502;;
1161105/15;2340;8768;;
7392602/4;36860;81194;;
M0649005/M;29092;64395;;
M0666723/11;8279;16416;;
1082709/31;13149;90279;;
M0649005/XXL;29092;64401;;
5465416/6;23964;53002;;
M0040631;8041;15968;;
1082709/45;13149;90278;;
M0329514/XL;6937;13640;;
M08347073;6736;12891;;
8732334/04;42774;93384;;
M0101722/S13;9603;95475;;
M0745183/71;2902;5083;;
M0101721/429;9602;95476;;
M01018011/GS;43603;95479;;
M0618004/38-42F;8390;95473;;
PR/69985;27904;72575;;
1161120/45;2284;2503;;
M0516542;31754;70505;;
1163308/11;2980;5378;;
M0516547;31785;70551;;
1271309/07;9118;19770;;
1001728/03;14590;31053;;
M0649009/48;24718;54512;;
M0645107;33151;73204;;
1113315/F;18724;40630;;
M0091412/7;10011;22184;;
7376002;30078;66681;;
1271774/134;31696;70367;;
1879330/M;28450;67368;;
2162805;33042;72998;;
M0649009/50;24718;54513;;
21805154;38160;83824;;
1705715;29706;65852;;
7392808;15621;35038;;
7392901;15624;35041;;
4935133;34184;75387;;
8732335/04;42775;93385;;
1082709/33;13149;90280;;
4936203;13780;29829;;
M0291846/PE;21550;47343;;
1611533/10;13055;71748;;
22777023;2677;4584;;
1707420;32790;72494;;
1163311/14;2987;5401;;
M0649010/M;24719;54514;;
1181808/3111;34361;75729;;
M0649010/VL;24719;54515;;
1181888/CCC3815;32904;73323;;
M0649011/56;24720;54516;;
8731912/01;42778;93388;;
7139513/GY71;29269;95481;;
M0321874/KT;33941;74864;;
7139513/31;29269;78316;;
1083853;41328;90281;;
M0251708/OR;26215;57568;;
6431420/600;11203;86526;;
8731914;42781;93391;;
PR/81292;9230;83854;;
M0043905;6966;13681;;
43033991;5426;9523;;
1113309/NG;18722;40624;;
M0647437;39773;87095;;
4163115;32839;72596;;
1002712/JA;11385;25091;;
M0591618/PI;27904;72574;;
4418407/4546;6560;12604;;
4163109;32838;72595;;
5348501/42;36645;84144;;
7376001;8331;16584;;
4163116;32840;72597;;
M0253803;34401;75802;;
1081546/10;13126;28898;;
1203611;13651;29700;;
M02905014;21714;47836;;
1484326;36206;79844;;
5465122;23953;52952;;
M0291859/CC;21557;47382;;
